state,year,governor_party,lower_chamber_majority_party,upper_chamber_majority_party,rep_trifecta,source,source_url
MN,2010,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2011,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2012,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2013,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2014,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2015,Democratic,Republican,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2016,Democratic,Republican,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2017,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2018,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2019,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2020,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MN,2021,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2004,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2005,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2006,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2007,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2008,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2009,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2010,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2011,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2012,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2013,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2014,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2015,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2016,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2017,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2018,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2019,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2020,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MO,2021,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2004,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2005,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2006,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2007,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2008,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2009,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2010,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2011,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2012,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2013,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2014,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2015,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2016,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2017,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2018,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2019,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2020,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MS,2021,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2004,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2005,Democratic,Split,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2006,Democratic,Split,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2007,Democratic,Republican,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2008,Democratic,Republican,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2009,Democratic,Split,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2010,Democratic,Split,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2011,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2012,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2013,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2014,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2015,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2016,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2017,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2018,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2019,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2020,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
MT,2021,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2004,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2005,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2006,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2007,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2008,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2009,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2010,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2011,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2012,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2013,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2014,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2015,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2016,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2017,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2018,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2019,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2020,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NC,2021,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2004,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2005,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2006,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2007,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2008,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2009,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2010,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2011,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2012,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2013,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2014,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2015,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2016,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2017,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2018,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2019,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2020,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
ND,2021,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2004,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2005,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2006,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2007,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2008,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2009,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2010,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2011,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2012,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2013,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2014,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2015,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2016,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2017,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2018,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2019,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2020,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NE,2021,Republican,,,,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2004,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2005,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2006,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2007,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2008,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2009,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2010,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2011,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2012,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2013,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2014,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2015,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2016,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2017,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2018,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2019,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2020,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NH,2021,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2004,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2005,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2006,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2007,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2008,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2009,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2010,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2011,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2012,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2013,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2014,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2015,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2016,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2017,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2018,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2019,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2020,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NJ,2021,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2004,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2005,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2006,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2007,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2008,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2009,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2010,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2011,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2012,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2013,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2014,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2015,Republican,Republican,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2016,Republican,Republican,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2017,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2018,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2019,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2020,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NM,2021,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2004,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2005,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2006,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2007,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2008,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2009,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2010,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2011,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2012,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2013,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2014,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2015,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2016,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2017,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2018,Republican,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2019,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2020,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NV,2021,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2004,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2005,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2006,Republican,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2007,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2008,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2009,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2010,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2011,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2012,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2013,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2014,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2015,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2016,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2017,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2018,Democratic,Democratic,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2019,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2020,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
NY,2021,Democratic,Democratic,Democratic,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
OH,2004,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
OH,2005,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
OH,2006,Republican,Republican,Republican,1,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
OH,2007,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
OH,2008,Democratic,Republican,Republican,0,Ballotpedia_component_history_retrieved_2026-08-23,https://ballotpedia.org/State_government_trifectas
